Match Number,Round Number,Date,Home Team,Away Team,Result
61739,4,2019-05-05T00:00:00.000Z,Philadelphia 76ers,Toronto Raptors,-5
61742,4,2019-05-07T00:00:00.000Z,Toronto Raptors,Philadelphia 76ers,36
61745,4,2019-05-09T00:00:00.000Z,Philadelphia 76ers,Toronto Raptors,11
61723,4,2019-04-27T00:00:00.000Z,Toronto Raptors,Philadelphia 76ers,13
61724,4,2019-04-28T00:00:00.000Z,Golden State Warriors,Houston Rockets,4
61725,4,2019-04-28T00:00:00.000Z,Milwaukee Bucks,Boston Celtics,-22
61726,4,2019-04-29T00:00:00.000Z,Toronto Raptors,Philadelphia 76ers,-5
61727,4,2019-04-30T00:00:00.000Z,Golden State Warriors,Houston Rockets,6
61728,4,2019-04-30T00:00:00.000Z,Milwaukee Bucks,Boston Celtics,21
61736,4,2019-05-02T00:00:00.000Z,Philadelphia 76ers,Toronto Raptors,21
61737,4,2019-05-03T00:00:00.000Z,Boston Celtics,Milwaukee Bucks,-7
61738,5,2019-05-04T00:00:00.000Z,Houston Rockets,Golden State Warriors,5
61848,4,2019-05-01T00:00:00.000Z,Denver Nuggets,Portland Trail Blazers,-7
61851,8,2019-05-03T00:00:00.000Z,Portland Trail Blazers,Denver Nuggets,3
62351,4,2019-05-21T00:00:00.000Z,Toronto Raptors,Milwaukee Bucks,18
62347,4,2019-05-17T00:00:00.000Z,Milwaukee Bucks,Toronto Raptors,22
61854,4,2019-05-05T00:00:00.000Z,Portland Trail Blazers,Denver Nuggets,-4
61867,4,2019-05-12T00:00:00.000Z,Denver Nuggets,Portland Trail Blazers,-4
61749,4,2019-05-12T00:00:00.000Z,Toronto Raptors,Philadelphia 76ers,2
61858,4,2019-05-07T00:00:00.000Z,Denver Nuggets,Portland Trail Blazers,26
62353,4,2019-05-23T00:00:00.000Z,Milwaukee Bucks,Toronto Raptors,-6
62355,4,2019-05-25T00:00:00.000Z,Toronto Raptors,Milwaukee Bucks,6
62348,4,2019-05-18T00:00:00.000Z,Portland Trail Blazers,Golden State Warriors,-11
62483,4,2019-06-07T00:00:00.000Z,Golden State Warriors,Toronto Raptors,-13
61861,4,2019-05-09T00:00:00.000Z,Portland Trail Blazers,Denver Nuggets,11
62344,4,2019-05-14T00:00:00.000Z,Golden State Warriors,Portland Trail Blazers,22
62480,4,2019-05-30T00:00:00.000Z,Toronto Raptors,Golden State Warriors,9
62484,4,2019-06-10T00:00:00.000Z,Toronto Raptors,Golden State Warriors,-1
62345,4,2019-05-15T00:00:00.000Z,Milwaukee Bucks,Toronto Raptors,8
62349,6,2019-05-19T00:00:00.000Z,Toronto Raptors,Milwaukee Bucks,6
62481,4,2019-06-02T00:00:00.000Z,Toronto Raptors,Golden State Warriors,-5
62350,5,2019-05-20T00:00:00.000Z,Portland Trail Blazers,Golden State Warriors,-2
62346,4,2019-05-16T00:00:00.000Z,Golden State Warriors,Portland Trail Blazers,3
62485,4,2019-06-13T00:00:00.000Z,Golden State Warriors,Toronto Raptors,-4
62482,4,2019-06-05T00:00:00.000Z,Golden State Warriors,Toronto Raptors,-14
117687,4,2020-08-18T00:00:00.000Z,Milwaukee Bucks,Orlando Magic,-12
117688,4,2020-08-18T00:00:00.000Z,Houston Rockets,Oklahoma City Thunder,15
117686,4,2020-08-18T00:00:00.000Z,Indiana Pacers,Miami Heat,-12
117689,4,2020-08-18T00:00:00.000Z,Los Angeles Lakers,Portland Trail Blazers,-7
117693,4,2020-08-19T00:00:00.000Z,Toronto Raptors,Brooklyn Nets,5
117690,4,2020-08-19T00:00:00.000Z,Denver Nuggets,Utah Jazz,-19
117692,4,2020-08-19T00:00:00.000Z,Boston Celtics,Philadelphia 76ers,27
117691,4,2020-08-19T00:00:00.000Z,LA Clippers,Dallas Mavericks,-13
117697,4,2020-08-20T00:00:00.000Z,Milwaukee Bucks,Orlando Magic,15
117696,4,2020-08-20T00:00:00.000Z,Los Angeles Lakers,Portland Trail Blazers,23
117699,4,2020-08-21T00:00:00.000Z,Utah Jazz,Denver Nuggets,37
117700,4,2020-08-21T00:00:00.000Z,Philadelphia 76ers,Boston Celtics,-8
117701,4,2020-08-21T00:00:00.000Z,Dallas Mavericks,LA Clippers,-8
117681,4,2020-08-15T00:00:00.000Z,Portland Trail Blazers,Memphis Grizzlies,4
117682,5,2020-08-17T00:00:00.000Z,Denver Nuggets,Utah Jazz,10
117683,4,2020-08-17T00:00:00.000Z,Toronto Raptors,Brooklyn Nets,24
117684,4,2020-08-17T00:00:00.000Z,Boston Celtics,Philadelphia 76ers,8
117685,4,2020-08-17T00:00:00.000Z,LA Clippers,Dallas Mavericks,8
117704,4,2020-08-22T00:00:00.000Z,Orlando Magic,Milwaukee Bucks,-14
117705,4,2020-08-22T00:00:00.000Z,Miami Heat,Indiana Pacers,9
117694,4,2020-08-20T00:00:00.000Z,Indiana Pacers,Miami Heat,-9
117695,4,2020-08-20T00:00:00.000Z,Houston Rockets,Oklahoma City Thunder,13
117702,5,2020-08-22T00:00:00.000Z,Oklahoma City Thunder,Houston Rockets,12
117703,4,2020-08-22T00:00:00.000Z,Portland Trail Blazers,Los Angeles Lakers,-8
117698,4,2020-08-21T00:00:00.000Z,Brooklyn Nets,Toronto Raptors,-25
117707,4,2020-08-23T00:00:00.000Z,Philadelphia 76ers,Boston Celtics,-4
117708,4,2020-08-23T00:00:00.000Z,Utah Jazz,Denver Nuggets,2
117710,4,2020-08-24T00:00:00.000Z,Miami Heat,Indiana Pacers,12
117717,4,2020-08-25T00:00:00.000Z,LA Clippers,Dallas Mavericks,43
117711,4,2020-08-24T00:00:00.000Z,Oklahoma City Thunder,Houston Rockets,3
117709,5,2020-08-23T00:00:00.000Z,Dallas Mavericks,LA Clippers,2
117712,4,2020-08-24T00:00:00.000Z,Orlando Magic,Milwaukee Bucks,-15
117706,4,2020-08-23T00:00:00.000Z,Brooklyn Nets,Toronto Raptors,-28
117714,4,2020-08-25T00:00:00.000Z,Denver Nuggets,Utah Jazz,10
117713,4,2020-08-24T00:00:00.000Z,Portland Trail Blazers,Los Angeles Lakers,-20
120157,4,2020-09-02T00:00:00.000Z,Milwaukee Bucks,Miami Heat,-2
120159,4,2020-09-03T00:00:00.000Z,Boston Celtics,Toronto Raptors,-1
120147,4,2020-08-29T00:00:00.000Z,Milwaukee Bucks,Orlando Magic,14
120161,4,2020-09-05T00:00:00.000Z,Boston Celtics,Toronto Raptors,-7
120162,5,2020-09-06T00:00:00.000Z,Miami Heat,Milwaukee Bucks,-3
120149,4,2020-08-29T00:00:00.000Z,Los Angeles Lakers,Portland Trail Blazers,9
120148,4,2020-08-29T00:00:00.000Z,Houston Rockets,Oklahoma City Thunder,34
120152,4,2020-08-30T00:00:00.000Z,Utah Jazz,Denver Nuggets,-12
120151,4,2020-08-30T00:00:00.000Z,Dallas Mavericks,LA Clippers,-14
120153,4,2020-08-31T00:00:00.000Z,Oklahoma City Thunder,Houston Rockets,4
120158,4,2020-09-02T00:00:00.000Z,Houston Rockets,Oklahoma City Thunder,2
120163,4,2020-09-07T00:00:00.000Z,Toronto Raptors,Boston Celtics,-22
120164,4,2020-09-08T00:00:00.000Z,Milwaukee Bucks,Miami Heat,-9
120165,6,2020-09-09T00:00:00.000Z,Boston Celtics,Toronto Raptors,-3
120155,4,2020-09-01T00:00:00.000Z,Toronto Raptors,Boston Celtics,-3
120160,4,2020-09-04T00:00:00.000Z,Miami Heat,Milwaukee Bucks,15
124844,4,2020-09-20T00:00:00.000Z,Los Angeles Lakers,Denver Nuggets,2
120156,4,2020-09-01T00:00:00.000Z,Denver Nuggets,Utah Jazz,2
120810,4,2020-09-03T00:00:00.000Z,LA Clippers,Denver Nuggets,23
121063,4,2020-09-04T00:00:00.000Z,Los Angeles Lakers,Houston Rockets,-15
121065,4,2020-09-05T00:00:00.000Z,LA Clippers,Denver Nuggets,-9
121067,4,2020-09-06T00:00:00.000Z,Los Angeles Lakers,Houston Rockets,8
121069,4,2020-09-07T00:00:00.000Z,Denver Nuggets,LA Clippers,-6
121071,4,2020-09-08T00:00:00.000Z,Houston Rockets,Los Angeles Lakers,-10
121074,4,2020-09-09T00:00:00.000Z,Denver Nuggets,LA Clippers,-11
121075,4,2020-09-10T00:00:00.000Z,Houston Rockets,Los Angeles Lakers,-10
121077,4,2020-09-11T00:00:00.000Z,LA Clippers,Denver Nuggets,-6
120167,4,2020-09-11T00:00:00.000Z,Toronto Raptors,Boston Celtics,-5
125887,4,2020-09-30T00:00:00.000Z,Los Angeles Lakers,Miami Heat,18
121079,4,2020-09-12T00:00:00.000Z,Los Angeles Lakers,Houston Rockets,23
121081,4,2020-09-13T00:00:00.000Z,Denver Nuggets,LA Clippers,13
124846,4,2020-09-23T00:00:00.000Z,Miami Heat,Boston Celtics,3
120150,4,2020-08-30T00:00:00.000Z,Toronto Raptors,Boston Celtics,-18
125892,4,2020-10-11T00:00:00.000Z,Miami Heat,Los Angeles Lakers,-13
120154,4,2020-08-31T00:00:00.000Z,Milwaukee Bucks,Miami Heat,-11
125889,4,2020-10-04T00:00:00.000Z,Miami Heat,Los Angeles Lakers,11
125888,4,2020-10-02T00:00:00.000Z,Los Angeles Lakers,Miami Heat,10
124091,4,2020-09-17T00:00:00.000Z,Boston Celtics,Miami Heat,-5
125891,4,2020-10-09T00:00:00.000Z,Los Angeles Lakers,Miami Heat,-3
123540,5,2020-09-15T00:00:00.000Z,Boston Celtics,Miami Heat,-3
121083,4,2020-09-15T00:00:00.000Z,LA Clippers,Denver Nuggets,-15
124849,4,2020-09-26T00:00:00.000Z,Los Angeles Lakers,Denver Nuggets,10
124850,4,2020-09-27T00:00:00.000Z,Miami Heat,Boston Celtics,12
124092,4,2020-09-19T00:00:00.000Z,Miami Heat,Boston Celtics,-11
124847,4,2020-09-24T00:00:00.000Z,Denver Nuggets,Los Angeles Lakers,-6
125890,4,2020-10-06T00:00:00.000Z,Miami Heat,Los Angeles Lakers,-6
124845,4,2020-09-22T00:00:00.000Z,Denver Nuggets,Los Angeles Lakers,8
124848,4,2020-09-25T00:00:00.000Z,Boston Celtics,Miami Heat,13
446836,0,2021-07-05T00:00:00.000Z,Milwaukee Bucks,Atlanta Hawks,0
436011,4,2021-06-05T00:00:00.000Z,Brooklyn Nets,Milwaukee Bucks,8
436300,4,2021-06-06T00:00:00.000Z,LA Clippers,Dallas Mavericks,15
436299,4,2021-06-06T00:00:00.000Z,Philadelphia 76ers,Atlanta Hawks,-4
446897,4,2021-07-06T00:00:00.000Z,Phoenix Suns,Milwaukee Bucks,13
422472,4,2021-05-18T00:00:00.000Z,Indiana Pacers,Charlotte Hornets,27
436732,4,2021-06-07T00:00:00.000Z,Phoenix Suns,Denver Nuggets,17
447185,4,2021-07-08T00:00:00.000Z,Phoenix Suns,Milwaukee Bucks,10
422762,4,2021-05-19T00:00:00.000Z,Los Angeles Lakers,Golden State Warriors,3
447473,4,2021-07-11T00:00:00.000Z,Milwaukee Bucks,Phoenix Suns,20
422763,4,2021-05-19T00:00:00.000Z,Memphis Grizzlies,San Antonio Spurs,4
436733,4,2021-06-07T00:00:00.000Z,Brooklyn Nets,Milwaukee Bucks,39
437308,4,2021-06-08T00:00:00.000Z,Philadelphia 76ers,Atlanta Hawks,16
447761,4,2021-07-14T00:00:00.000Z,Milwaukee Bucks,Phoenix Suns,6
423334,4,2021-05-20T00:00:00.000Z,Washington Wizards,Indiana Pacers,27
448049,4,2021-07-17T00:00:00.000Z,Phoenix Suns,Milwaukee Bucks,-4
423764,5,2021-05-21T00:00:00.000Z,Golden State Warriors,Memphis Grizzlies,-5
437309,4,2021-06-08T00:00:00.000Z,Utah Jazz,LA Clippers,3
437880,4,2021-06-09T00:00:00.000Z,Phoenix Suns,Denver Nuggets,25
448337,4,2021-07-20T00:00:00.000Z,Milwaukee Bucks,Phoenix Suns,7
424053,4,2021-05-22T00:00:00.000Z,LA Clippers,Dallas Mavericks,-10
424052,5,2021-05-22T00:00:00.000Z,Milwaukee Bucks,Miami Heat,2
424055,4,2021-05-22T00:00:00.000Z,Denver Nuggets,Portland Trail Blazers,-14
424054,4,2021-05-22T00:00:00.000Z,Brooklyn Nets,Boston Celtics,11
424775,4,2021-05-23T00:00:00.000Z,Philadelphia 76ers,Washington Wizards,7
438309,4,2021-06-10T00:00:00.000Z,Milwaukee Bucks,Brooklyn Nets,3
438310,4,2021-06-10T00:00:00.000Z,Utah Jazz,LA Clippers,6
424776,4,2021-05-23T00:00:00.000Z,Utah Jazz,Memphis Grizzlies,-3
438742,4,2021-06-11T00:00:00.000Z,Denver Nuggets,Phoenix Suns,-14
424777,4,2021-05-23T00:00:00.000Z,Phoenix Suns,Los Angeles Lakers,9
438743,4,2021-06-11T00:00:00.000Z,Atlanta Hawks,Philadelphia 76ers,-16
424778,4,2021-05-23T00:00:00.000Z,New York Knicks,Atlanta Hawks,-2
439318,4,2021-06-12T00:00:00.000Z,LA Clippers,Utah Jazz,26
425927,4,2021-05-24T00:00:00.000Z,Denver Nuggets,Portland Trail Blazers,19
439750,4,2021-06-13T00:00:00.000Z,Denver Nuggets,Phoenix Suns,-7
439749,4,2021-06-13T00:00:00.000Z,Milwaukee Bucks,Brooklyn Nets,11
425928,4,2021-05-24T00:00:00.000Z,Milwaukee Bucks,Miami Heat,34
440182,4,2021-06-14T00:00:00.000Z,Atlanta Hawks,Philadelphia 76ers,3
426789,4,2021-05-25T00:00:00.000Z,Brooklyn Nets,Boston Celtics,22
426791,4,2021-05-25T00:00:00.000Z,LA Clippers,Dallas Mavericks,-6
440183,4,2021-06-14T00:00:00.000Z,LA Clippers,Utah Jazz,14
426790,4,2021-05-25T00:00:00.000Z,Phoenix Suns,Los Angeles Lakers,-7
440758,4,2021-06-15T00:00:00.000Z,Brooklyn Nets,Milwaukee Bucks,6
427510,4,2021-05-26T00:00:00.000Z,New York Knicks,Atlanta Hawks,9
441190,4,2021-06-16T00:00:00.000Z,Utah Jazz,LA Clippers,-8
441189,4,2021-06-16T00:00:00.000Z,Philadelphia 76ers,Atlanta Hawks,-3
427511,4,2021-05-26T00:00:00.000Z,Utah Jazz,Memphis Grizzlies,12
441625,4,2021-06-17T00:00:00.000Z,Milwaukee Bucks,Brooklyn Nets,15
427512,4,2021-05-26T00:00:00.000Z,Philadelphia 76ers,Washington Wizards,25
442057,4,2021-06-18T00:00:00.000Z,LA Clippers,Utah Jazz,12
442056,4,2021-06-18T00:00:00.000Z,Atlanta Hawks,Philadelphia 76ers,-5
428347,4,2021-05-27T00:00:00.000Z,Portland Trail Blazers,Denver Nuggets,-5
442489,5,2021-06-19T00:00:00.000Z,Brooklyn Nets,Milwaukee Bucks,-4
428348,4,2021-05-27T00:00:00.000Z,Los Angeles Lakers,Phoenix Suns,14
442921,4,2021-06-20T00:00:00.000Z,Philadelphia 76ers,Atlanta Hawks,-7
442920,4,2021-06-20T00:00:00.000Z,Phoenix Suns,LA Clippers,6
428349,4,2021-05-27T00:00:00.000Z,Miami Heat,Milwaukee Bucks,-29
443638,4,2021-06-22T00:00:00.000Z,Phoenix Suns,LA Clippers,1
429183,4,2021-05-28T00:00:00.000Z,Atlanta Hawks,New York Knicks,11
443783,4,2021-06-23T00:00:00.000Z,Milwaukee Bucks,Atlanta Hawks,-3
429184,4,2021-05-28T00:00:00.000Z,Boston Celtics,Brooklyn Nets,6
444070,4,2021-06-24T00:00:00.000Z,LA Clippers,Phoenix Suns,14
429185,4,2021-05-28T00:00:00.000Z,Dallas Mavericks,LA Clippers,-10
444358,4,2021-06-25T00:00:00.000Z,Milwaukee Bucks,Atlanta Hawks,34
430017,4,2021-05-29T00:00:00.000Z,Portland Trail Blazers,Denver Nuggets,20
430020,4,2021-05-29T00:00:00.000Z,Memphis Grizzlies,Utah Jazz,-10
444646,4,2021-06-26T00:00:00.000Z,LA Clippers,Phoenix Suns,-4
430018,4,2021-05-29T00:00:00.000Z,Miami Heat,Milwaukee Bucks,-17
430019,4,2021-05-29T00:00:00.000Z,Washington Wizards,Philadelphia 76ers,-29
444934,4,2021-06-27T00:00:00.000Z,Atlanta Hawks,Milwaukee Bucks,-11
430990,4,2021-05-30T00:00:00.000Z,Los Angeles Lakers,Phoenix Suns,-8
445222,4,2021-06-28T00:00:00.000Z,Phoenix Suns,LA Clippers,-14
430991,4,2021-05-30T00:00:00.000Z,Dallas Mavericks,LA Clippers,-25
445510,4,2021-06-29T00:00:00.000Z,Atlanta Hawks,Milwaukee Bucks,22
430992,4,2021-05-30T00:00:00.000Z,Atlanta Hawks,New York Knicks,17
445798,4,2021-06-30T00:00:00.000Z,LA Clippers,Phoenix Suns,-27
430993,4,2021-05-30T00:00:00.000Z,Boston Celtics,Brooklyn Nets,-15
446086,4,2021-07-01T00:00:00.000Z,Milwaukee Bucks,Atlanta Hawks,11
432118,4,2021-05-31T00:00:00.000Z,Washington Wizards,Philadelphia 76ers,8
446517,4,2021-07-03T00:00:00.000Z,Atlanta Hawks,Milwaukee Bucks,-11
432119,4,2021-05-31T00:00:00.000Z,Memphis Grizzlies,Utah Jazz,-7
432958,6,2021-06-01T00:00:00.000Z,Denver Nuggets,Portland Trail Blazers,7
432960,4,2021-06-01T00:00:00.000Z,Phoenix Suns,Los Angeles Lakers,30
432959,4,2021-06-01T00:00:00.000Z,Brooklyn Nets,Boston Celtics,14
433679,4,2021-06-02T00:00:00.000Z,New York Knicks,Atlanta Hawks,-14
433680,4,2021-06-02T00:00:00.000Z,Utah Jazz,Memphis Grizzlies,16
433682,4,2021-06-02T00:00:00.000Z,LA Clippers,Dallas Mavericks,-5
433681,4,2021-06-02T00:00:00.000Z,Philadelphia 76ers,Washington Wizards,17
434689,4,2021-06-03T00:00:00.000Z,Los Angeles Lakers,Phoenix Suns,-13
434688,4,2021-06-03T00:00:00.000Z,Portland Trail Blazers,Denver Nuggets,-11
435550,4,2021-06-04T00:00:00.000Z,Dallas Mavericks,LA Clippers,-7
841601,4,2022-04-26T00:00:00.000Z,Miami Heat,Atlanta Hawks,-9
831951,4,2022-04-16T00:00:00.000Z,Memphis Grizzlies,Minnesota Timberwolves,-13
831953,4,2022-04-16T00:00:00.000Z,Philadelphia 76ers,Toronto Raptors,20
831952,4,2022-04-16T00:00:00.000Z,Dallas Mavericks,Utah Jazz,-6
831954,4,2022-04-16T00:00:00.000Z,Golden State Warriors,Denver Nuggets,16
830509,4,2022-04-12T00:00:00.000Z,Minnesota Timberwolves,LA Clippers,5
830510,4,2022-04-12T00:00:00.000Z,Brooklyn Nets,Cleveland Cavaliers,7
846095,4,2022-05-04T00:00:00.000Z,Phoenix Suns,Dallas Mavericks,20
836706,4,2022-04-21T00:00:00.000Z,Utah Jazz,Dallas Mavericks,-8
836705,4,2022-04-21T00:00:00.000Z,Denver Nuggets,Golden State Warriors,-5
836704,4,2022-04-21T00:00:00.000Z,Minnesota Timberwolves,Memphis Grizzlies,-9
831661,4,2022-04-15T00:00:00.000Z,LA Clippers,New Orleans Pelicans,-4
831662,4,2022-04-15T00:00:00.000Z,Cleveland Cavaliers,Atlanta Hawks,-6
838433,4,2022-04-23T00:00:00.000Z,Utah Jazz,Dallas Mavericks,1
838434,4,2022-04-23T00:00:00.000Z,Toronto Raptors,Philadelphia 76ers,8
834977,4,2022-04-19T00:00:00.000Z,Memphis Grizzlies,Minnesota Timberwolves,28
834976,4,2022-04-19T00:00:00.000Z,Miami Heat,Atlanta Hawks,10
834978,4,2022-04-19T00:00:00.000Z,Phoenix Suns,New Orleans Pelicans,-11
835841,5,2022-04-20T00:00:00.000Z,Toronto Raptors,Philadelphia 76ers,-3
835842,4,2022-04-20T00:00:00.000Z,Milwaukee Bucks,Chicago Bulls,-4
830799,4,2022-04-13T00:00:00.000Z,New Orleans Pelicans,San Antonio Spurs,10
830800,4,2022-04-13T00:00:00.000Z,Atlanta Hawks,Charlotte Hornets,29
835840,4,2022-04-20T00:00:00.000Z,Boston Celtics,Brooklyn Nets,7
832820,4,2022-04-17T00:00:00.000Z,Miami Heat,Atlanta Hawks,24
832817,4,2022-04-17T00:00:00.000Z,Boston Celtics,Brooklyn Nets,1
832818,4,2022-04-17T00:00:00.000Z,Phoenix Suns,New Orleans Pelicans,11
832819,4,2022-04-17T00:00:00.000Z,Milwaukee Bucks,Chicago Bulls,7
838432,4,2022-04-23T00:00:00.000Z,Brooklyn Nets,Boston Celtics,-6
838435,4,2022-04-23T00:00:00.000Z,Minnesota Timberwolves,Memphis Grizzlies,1
833971,4,2022-04-18T00:00:00.000Z,Dallas Mavericks,Utah Jazz,6
833970,4,2022-04-18T00:00:00.000Z,Philadelphia 76ers,Toronto Raptors,15
833969,4,2022-04-18T00:00:00.000Z,Golden State Warriors,Denver Nuggets,20
846096,4,2022-05-04T00:00:00.000Z,Miami Heat,Philadelphia 76ers,16
844943,4,2022-05-02T00:00:00.000Z,Phoenix Suns,Dallas Mavericks,7
840593,4,2022-04-25T00:00:00.000Z,Philadelphia 76ers,Toronto Raptors,-15
840594,4,2022-04-25T00:00:00.000Z,Brooklyn Nets,Boston Celtics,-4
840595,4,2022-04-25T00:00:00.000Z,Dallas Mavericks,Utah Jazz,25
844944,4,2022-05-02T00:00:00.000Z,Miami Heat,Philadelphia 76ers,14
837569,4,2022-04-22T00:00:00.000Z,Atlanta Hawks,Miami Heat,1
837568,4,2022-04-22T00:00:00.000Z,New Orleans Pelicans,Phoenix Suns,-3
837570,4,2022-04-22T00:00:00.000Z,Chicago Bulls,Milwaukee Bucks,-30
842465,4,2022-04-27T00:00:00.000Z,Milwaukee Bucks,Chicago Bulls,16
842464,4,2022-04-27T00:00:00.000Z,Golden State Warriors,Denver Nuggets,4
843904,4,2022-04-29T00:00:00.000Z,Minnesota Timberwolves,Memphis Grizzlies,-8
843183,4,2022-04-28T00:00:00.000Z,New Orleans Pelicans,Phoenix Suns,-6
841602,4,2022-04-26T00:00:00.000Z,Memphis Grizzlies,Minnesota Timberwolves,2
843184,4,2022-04-28T00:00:00.000Z,Toronto Raptors,Philadelphia 76ers,-35
843185,4,2022-04-28T00:00:00.000Z,Utah Jazz,Dallas Mavericks,-2
839443,4,2022-04-24T00:00:00.000Z,Chicago Bulls,Milwaukee Bucks,-24
839442,4,2022-04-24T00:00:00.000Z,Denver Nuggets,Golden State Warriors,5
839441,4,2022-04-24T00:00:00.000Z,New Orleans Pelicans,Phoenix Suns,15
839444,4,2022-04-24T00:00:00.000Z,Atlanta Hawks,Miami Heat,-24
841600,4,2022-04-26T00:00:00.000Z,Phoenix Suns,New Orleans Pelicans,15
844653,4,2022-05-01T00:00:00.000Z,Memphis Grizzlies,Golden State Warriors,-1
844654,4,2022-05-01T00:00:00.000Z,Boston Celtics,Milwaukee Bucks,-12
845519,4,2022-05-03T00:00:00.000Z,Memphis Grizzlies,Golden State Warriors,5
845520,4,2022-05-03T00:00:00.000Z,Boston Celtics,Milwaukee Bucks,23
846955,4,2022-05-06T00:00:00.000Z,Dallas Mavericks,Phoenix Suns,9
850125,4,2022-05-12T00:00:00.000Z,Dallas Mavericks,Phoenix Suns,27
847245,4,2022-05-07T00:00:00.000Z,Golden State Warriors,Memphis Grizzlies,30
847246,4,2022-05-07T00:00:00.000Z,Milwaukee Bucks,Boston Celtics,2
850126,4,2022-05-12T00:00:00.000Z,Philadelphia 76ers,Miami Heat,-9
848973,4,2022-05-10T00:00:00.000Z,Phoenix Suns,Dallas Mavericks,30
848974,4,2022-05-10T00:00:00.000Z,Miami Heat,Philadelphia 76ers,35
854876,4,2022-05-27T00:00:00.000Z,Boston Celtics,Miami Heat,-8
855883,4,2022-06-05T00:00:00.000Z,Golden State Warriors,Boston Celtics,19
853436,4,2022-05-22T00:00:00.000Z,Dallas Mavericks,Golden State Warriors,-9
846956,4,2022-05-06T00:00:00.000Z,Philadelphia 76ers,Miami Heat,20
854300,4,2022-05-25T00:00:00.000Z,Miami Heat,Boston Celtics,-13
855595,4,2022-06-02T00:00:00.000Z,Golden State Warriors,Boston Celtics,-12
852139,4,2022-05-17T00:00:00.000Z,Miami Heat,Boston Celtics,11
851564,4,2022-05-15T00:00:00.000Z,Phoenix Suns,Dallas Mavericks,-33
851563,4,2022-05-15T00:00:00.000Z,Boston Celtics,Milwaukee Bucks,28
849550,4,2022-05-11T00:00:00.000Z,Boston Celtics,Milwaukee Bucks,-3
849549,4,2022-05-11T00:00:00.000Z,Memphis Grizzlies,Golden State Warriors,39
852284,4,2022-05-18T00:00:00.000Z,Golden State Warriors,Dallas Mavericks,25
853724,4,2022-05-23T00:00:00.000Z,Boston Celtics,Miami Heat,20
852572,4,2022-05-19T00:00:00.000Z,Miami Heat,Boston Celtics,-25
850701,4,2022-05-13T00:00:00.000Z,Golden State Warriors,Memphis Grizzlies,14
850702,4,2022-05-13T00:00:00.000Z,Milwaukee Bucks,Boston Celtics,-13
848398,4,2022-05-09T00:00:00.000Z,Golden State Warriors,Memphis Grizzlies,3
848397,4,2022-05-09T00:00:00.000Z,Milwaukee Bucks,Boston Celtics,-8
847822,4,2022-05-08T00:00:00.000Z,Philadelphia 76ers,Miami Heat,8
847821,4,2022-05-08T00:00:00.000Z,Dallas Mavericks,Phoenix Suns,10
852860,4,2022-05-20T00:00:00.000Z,Golden State Warriors,Dallas Mavericks,9
855307,4,2022-05-29T00:00:00.000Z,Miami Heat,Boston Celtics,-4
853148,4,2022-05-21T00:00:00.000Z,Boston Celtics,Miami Heat,-6
854588,4,2022-05-26T00:00:00.000Z,Golden State Warriors,Dallas Mavericks,10
854012,4,2022-05-24T00:00:00.000Z,Dallas Mavericks,Golden State Warriors,10
856459,4,2022-06-10T00:00:00.000Z,Boston Celtics,Golden State Warriors,-10
856779,4,2022-06-13T00:00:00.000Z,Golden State Warriors,Boston Celtics,20
856171,4,2022-06-08T00:00:00.000Z,Boston Celtics,Golden State Warriors,16
857067,4,2022-06-16T00:00:00.000Z,Boston Celtics,Golden State Warriors,-13
890554,4,2023-04-15T00:00:00.000Z,Philadelphia 76ers,Brooklyn Nets,20
890555,4,2023-04-15T00:00:00.000Z,Cleveland Cavaliers,New York Knicks,-4
890556,4,2023-04-15T00:00:00.000Z,Sacramento Kings,Golden State Warriors,3
890557,4,2023-04-16T00:00:00.000Z,Phoenix Suns,LA Clippers,-5
891700,4,2023-04-15T00:00:00.000Z,Boston Celtics,Atlanta Hawks,13
891774,4,2023-04-16T00:00:00.000Z,Memphis Grizzlies,Los Angeles Lakers,-16
892493,4,2023-04-17T00:00:00.000Z,Philadelphia 76ers,Brooklyn Nets,12
892494,4,2023-04-17T00:00:00.000Z,Sacramento Kings,Golden State Warriors,8
892495,4,2023-04-18T00:00:00.000Z,Boston Celtics,Atlanta Hawks,13
892496,4,2023-04-18T00:00:00.000Z,Cleveland Cavaliers,New York Knicks,17
890548,4,2020-09-18T00:00:00.000Z,Los Angeles Lakers,Denver Nuggets,12
890549,4,2019-04-29T00:00:00.000Z,Denver Nuggets,Portland Trail Blazers,8
892497,4,2023-04-18T00:00:00.000Z,Phoenix Suns,LA Clippers,14
892498,4,2023-04-19T00:00:00.000Z,Memphis Grizzlies,Los Angeles Lakers,10
892499,4,2023-04-20T00:00:00.000Z,Brooklyn Nets,Philadelphia 76ers,-5
892500,4,2023-04-20T00:00:00.000Z,Golden State Warriors,Sacramento Kings,17
892501,4,2023-04-20T00:00:00.000Z,LA Clippers,Phoenix Suns,-5
892502,4,2023-04-21T00:00:00.000Z,Atlanta Hawks,Boston Celtics,8
892503,4,2023-04-21T00:00:00.000Z,New York Knicks,Cleveland Cavaliers,20
892504,4,2023-04-22T00:00:00.000Z,Brooklyn Nets,Philadelphia 76ers,-8
892505,4,2023-04-22T00:00:00.000Z,Los Angeles Lakers,Memphis Grizzlies,10
892506,4,2023-04-22T00:00:00.000Z,LA Clippers,Phoenix Suns,-12
